-0.000176843,-0.500177
-0.000352363,-0.500529
-0.000525246,-0.501054
-0.0006942,-0.501749
-0.000857958,-0.502607
-0.0010153,-0.503622
-0.00116503,-0.504787
-0.00130605,-0.506093
-0.00143728,-0.50753
-0.00155775,-0.509088
-0.00166654,-0.510755
-0.00176285,-0.512518
-0.00184594,-0.514363
-0.0019152,-0.516279
-0.00197009,-0.518249
-0.00201022,-0.520259
-0.00203526,-0.522294
-0.00204505,-0.524339
-0.00203949,-0.526379
-0.00201864,-0.528397
-0.00198266,-0.53038
-0.0019318,-0.532312
-0.00186646,-0.534178
-0.00178713,-0.535965
-0.0016944,-0.53766
-0.00158897,-0.539249
-0.00147164,-0.54072
-0.00134328,-0.542064
-0.00120487,-0.543269
-0.00105743,-0.544326
-0.000902073,-0.545228
-0.000739966,-0.545968
-0.000572322,-0.54654
-0.000400396,-0.546941
-0.000225473,-0.547166
-4.88633e-05,-0.547215
0.000128112,-0.547087
0.000304129,-0.546783
0.000477871,-0.546305
0.000648037,-0.545657
0.000813354,-0.544844
0.000972584,-0.543871
0.00112453,-0.542747
0.00126806,-0.541479
0.0014021,-0.540076
0.00152563,-0.538551
0.00163773,-0.536913
0.00173756,-0.535176
0.00182437,-0.533351
0.00189751,-0.531454
0.00195641,-0.529497
0.00200065,-0.527497
0.00202988,-0.525467
0.00204389,-0.523423
0.00204257,-0.52138
0.00202593,-0.519354
0.0019941,-0.51736
0.00194731,-0.515413
0.00188593,-0.513527
0.0018104,-0.511717
0.0017213,-0.509995
0.0016193,-0.508376
0.00150517,-0.506871
0.00137977,-0.505491
0.00124402,-0.504247
0.00109897,-0.503148
0.000945683,-0.502202
0.000785319,-0.501417
0.000619079,-0.500798
0.000448207,-0.50035
0.00027398,-0.500076
9.7704e-05,-0.499978
-7.93031e-05,-0.500057
-0.000255717,-0.500313
-0.000430218,-0.500743
-0.0006015,-0.501345
-0.000768281,-0.502113
-0.000929313,-0.503042
-0.00108339,-0.504126
-0.00122935,-0.505355
-0.00136611,-0.506721
-0.00149264,-0.508214
-0.00160799,-0.509822
-0.00171128,-0.511533
-0.00180176,-0.513335
-0.00187872,-0.515214
-0.00194161,-0.517155
-0.00198993,-0.519145
-0.00202333,-0.521168
-0.00204156,-0.52321
-0.00204447,-0.525255
-0.00203206,-0.527287
-0.0020044,-0.529291
-0.00196171,-0.531253
-0.00190431,-0.533157
